Hotels,Hotels URL,Hotel addresses,Hotels descriptions,Hotels opinions,Hotels ratings,Price,lepetitplus
Superbe appartement neuf T3 de 71m2 en résidence a Marseille,https://www.booking.com/hotel/fr/superbe-appartement-t3-de-71m2-en-residence-a-marseille.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=2&hapos=2&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=859906401_367795004_0_0_0&highlighted_blocks=859906401_367795004_0_0_0&matching_block_id=859906401_367795004_0_0_0&sr_pri_blocks=859906401_367795004_0_0_0__97115&from=searchresults&map_fdco=1#hotelTmpl,"Euromed - La Joliette, Marseille","Appartement 2 Chambres Appartement entier • 2 chambres • 1 salon • 1 salle de bains • 1 cuisine • 71m² 3 lits (1 lit simple, 1 lit double, 1 canapé-lit)",Très bien,"8,5",971,"2 km du centre, Proche du métro"
Meublé Tourisme,https://www.booking.com/hotel/fr/meuble-tourisme.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=3&hapos=3&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=259532001_203770611_5_0_0&highlighted_blocks=259532001_203770611_5_0_0&matching_block_id=259532001_203770611_5_0_0&sr_pri_blocks=259532001_203770611_5_0_0__148680&from=searchresults&map_fdco=1#hotelTmpl,"Borely-Bonneveine, Marseille","Appartement Appartement entier • 3 chambres • 1 salon • 3 salles de bains • 1 cuisine • 102m² 5 lits (3 lits simples, 1 lit double, 1 canapé-lit)",Très bien,"8,5",1 487,"5,6 km du centre"
Residhotel Le Grand Prado,https://www.booking.com/hotel/fr/le-grand-prado-marseille.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=4&hapos=4&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=5925309_158269245_4_2_0&highlighted_blocks=5925309_158269245_4_2_0&matching_block_id=5925309_158269245_4_2_0&sr_pri_blocks=5925309_158269245_4_2_0__113220&from=searchresults&map_fdco=1#hotelTmpl,"Prado - Périer, Marseille","Appartement - 1 à 6 Personnes Appartement entier • 1 chambre • 1 salon • 1 salle de bains • 33m² 4 lits (1 lit double, 2 lits superposés, 1 canapé-lit) Annulation gratuite - Aucun prépaiement requis Vous pourrez annuler plus tard. N'attendez donc pas pour vous garantir ce super tarif aujourd'hui.",Note,"6,9",1 132,"2,1 km du centre, Proche du métro"
ADIRA Résid'Marseille Vieux-port,https://www.booking.com/hotel/fr/adira-resid-marseille-vieux-port.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=5&hapos=5&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=888393010_365706698_6_0_0&highlighted_blocks=888393010_365706698_6_0_0&matching_block_id=888393010_365706698_6_0_0&sr_pri_blocks=888393010_365706698_6_0_0__113333&from=searchresults&map_fdco=1#hotelTmpl,"Vieux Port - La Canebière, Marseille","Appartement en Duplex Appartement entier • 2 chambres • 1 salon • 1 salle de bains • 1 cuisine • 34m² 4 lits (2 lits doubles, 1 canapé-lit, 1 grand lit double)",Très bien,"8,3",1 133,"450 m du centre, Proche du métro"
Le Phocéen A/C,https://www.booking.com/hotel/fr/le-phoceen-a-c.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=6&hapos=6&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=951937801_367782734_6_0_0&highlighted_blocks=951937801_367782734_6_0_0&matching_block_id=951937801_367782734_6_0_0&sr_pri_blocks=951937801_367782734_6_0_0__121869&from=searchresults&map_fdco=1#hotelTmpl,Marseille,"Appartement 1 Chambre Appartement entier • 1 chambre • 1 salon • 1 salle de bains • 1 cuisine 3 lits (1 lit double, 1 lit superposé, 1 canapé-lit)",Note,"1,0",1 219,"4,6 km du centre"
LOFT ATYPIQUE CAMAS HYPER-CENTRE MAXI 8 GUESTS,https://www.booking.com/hotel/fr/loft-atypique-camas-hyper-centre-maxi-8-guests.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=7&hapos=7&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=940933701_366347031_5_0_0&highlighted_blocks=940933701_366347031_5_0_0&matching_block_id=940933701_366347031_5_0_0&sr_pri_blocks=940933701_366347031_5_0_0__87533&from=searchresults&map_fdco=1#hotelTmpl,Marseille,"Appartement 2 Chambres Appartement entier • 2 chambres • 1 salon • 1 salle de bains • 1 cuisine • 50m² 5 lits (1 lit simple, 1 lit double, 2 canapés-lits, 1 futon)",Note,"6,1",875,"1,2 km du centre"
Appartement 3 chambres lumineux avec vue sur la ville - parking couvert gratuit,https://www.booking.com/hotel/fr/t4-70m2-lumineux-47-centre-ville-47-gare-47-avec-panorama.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=8&hapos=8&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=764887601_357121137_0_0_0&highlighted_blocks=764887601_357121137_0_0_0&matching_block_id=764887601_357121137_0_0_0&sr_pri_blocks=764887601_357121137_0_0_0__120848&from=searchresults&map_fdco=1#hotelTmpl,Marseille,Appartement 3 Chambres Appartement entier • 3 chambres • 1 salon • 1 salle de bains • 1 cuisine • 70m² 3 lits doubles,Très bien,"8,4",1 208,"1,3 km du centre, Proche du métro"
Meininger Marseille Centre la Joliette,https://www.booking.com/hotel/fr/meininger-marseille-centre-la-joliette.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=9&hapos=9&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=788546602_338439626_0_2_0%2C788546602_338439626_0_2_0%2C788546602_338439626_0_2_0&highlighted_blocks=788546602_338439626_0_2_0%2C788546602_338439626_0_2_0%2C788546602_338439626_0_2_0&matching_block_id=788546602_338439626_0_2_0&sr_pri_blocks=788546602_338439626_0_2_0__59482%2C788546602_338439626_0_2_0__59482%2C788546602_338439626_0_2_0__59482&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl,"Euromed - La Joliette, Marseille",3× Chambre Lits Jumeaux Standard 6 lits simples,Note,"6,8",1 784,"1 km du centre, Proche du métro"
Odalys City Marseille Le Dôme,https://www.booking.com/hotel/fr/appart-39-odalys-le-dome.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=10&hapos=10&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=190976303_344478034_6_2_0&highlighted_blocks=190976303_344478034_6_2_0&matching_block_id=190976303_344478034_6_2_0&sr_pri_blocks=190976303_344478034_6_2_0__102200&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl,Marseille,"Appartement 2 Chambres (6 Adultes) Appartement entier • 2 chambres • 1 salon • 1 salle de bains • 45m² 3 lits (1 lit double, 1 lit superposé, 1 canapé-lit)",Bien,"7,4",1 022,"2,5 km du centre, Proche du métro"
Aparthotel Adagio Access Marseille Saint Charles,https://www.booking.com/hotel/fr/adagio-city-aparthotel-marseille-saint-charles.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=11&hapos=11&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=17724709_109541109_5_2_0&highlighted_blocks=17724709_109541109_5_2_0&matching_block_id=17724709_109541109_5_2_0&sr_pri_blocks=17724709_109541109_5_2_0__147560&from=searchresults&map_fdco=1#hotelTmpl,"Saint-Charles, Marseille","Appartement 1 Chambre (5 Adultes) Appartement entier • 1 chambre • 1 salon • 1 salle de bains • 35m² 4 lits (3 lits simples, 1 canapé-lit)",Note,"5,4",1 476,"0,8 km du centre, Proche du métro"
HOPKINSON - Agréable T3 avec balcon et parking à La Blancarde,https://www.booking.com/hotel/fr/hopkinson-agreable-t3-avec-balcon-et-parking-a-la-blancarde.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=12&hapos=12&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=794218701_339305253_5_0_0&highlighted_blocks=794218701_339305253_5_0_0&matching_block_id=794218701_339305253_5_0_0&sr_pri_blocks=794218701_339305253_5_0_0__50636&from=searchresults&map_fdco=1#hotelTmpl,Marseille,"Appartement 2 Chambres Appartement entier • 2 chambres • 1 salon • 1 salle de bains • 1 cuisine • 69m² 3 lits (1 lit simple, 2 lits doubles)",Note,"6,5",506,"2,5 km du centre, Proche du métro"
SUPERBE Appart à 2 min du vieux port,https://www.booking.com/hotel/fr/appart-a-2-min-du-vieux-port-et-du-city-center.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=13&hapos=13&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=771715301_357650615_5_2_0&highlighted_blocks=771715301_357650615_5_2_0&matching_block_id=771715301_357650615_5_2_0&sr_pri_blocks=771715301_357650615_5_2_0__75253&from=searchresults&map_fdco=1#hotelTmpl,"Vieux Port - La Canebière, Marseille","Appartement 1 Chambre Appartement entier • 1 chambre • 1 salon • 1 salle de bains • 1 cuisine • 42m² 3 lits (2 lits doubles, 1 canapé-lit) Annulation gratuite Vous pourrez annuler plus tard. N'attendez donc pas pour vous garantir ce super tarif aujourd'hui.",Note,"6,1",753,"0,8 km du centre, Proche du métro"
Résidence du Panier - Centre-ville - Marseille,https://www.booking.com/hotel/fr/residence-du-panier-centre-ville-marseille.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=14&hapos=14&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=886145703_358171720_6_0_0&highlighted_blocks=886145703_358171720_6_0_0&matching_block_id=886145703_358171720_6_0_0&sr_pri_blocks=886145703_358171720_6_0_0__123846&from=searchresults&map_fdco=1#hotelTmpl,"Vieux Port - La Canebière, Marseille","Appartement 2 Chambres Appartement entier • 2 chambres • 1 salon • 1 salle de bains • 1 cuisine • 110m² 3 lits (2 lits doubles, 1 canapé-lit)",Note,"6,2",1 238,"0,7 km du centre, Proche du métro"
Campanile Marseille Saint Antoine,https://www.booking.com/hotel/fr/campanile-marseille-saint-antoine.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=15&hapos=15&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=21972009_191800983_2_42_0%2C23815_191800983_2_42_0%2C23815_191800983_2_42_0&highlighted_blocks=21972009_191800983_2_42_0%2C23815_191800983_2_42_0%2C23815_191800983_2_42_0&matching_block_id=21972009_191800983_2_42_0&sr_pri_blocks=21972009_191800983_2_42_0__56024%2C23815_191800983_2_42_0__56024%2C23815_191800983_2_42_0__56024&from=searchresults&map_fdco=1#hotelTmpl,Marseille,"1× Chambre Double avec 1 Lit Junior (10 Ans et Moins) 2 lits (1 lit simple, 1 lit double) Annulation gratuite - Aucun prépaiement requis Vous pourrez annuler plus tard. N'attendez donc pas pour vous garantir ce super tarif aujourd'hui.",Bien,"7,7",1 681,"9,2 km du centre"
La Maison des Augustines,https://www.booking.com/hotel/fr/la-maison-des-augustines.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=16&hapos=16&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=366993101_208238127_5_0_0&highlighted_blocks=366993101_208238127_5_0_0&matching_block_id=366993101_208238127_5_0_0&sr_pri_blocks=366993101_208238127_5_0_0__122928&from=searchresults&map_fdco=1#hotelTmpl,"Vieux Port - La Canebière, Marseille",2× Chambre Double 2 grands lits doubles Annulation gratuite - Aucun prépaiement requis Vous pourrez annuler plus tard. N'attendez donc pas pour vous garantir ce super tarif aujourd'hui.,Exceptionnel,"9,5",1 229,"0,8 km du centre, Proche du métro"
NOCNOC - Le Palme,https://www.booking.com/hotel/fr/nocnoc-le-palme-standing-clim-terrasse-4pers.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=17&hapos=17&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=896097901_367676060_6_0_0&highlighted_blocks=896097901_367676060_6_0_0&matching_block_id=896097901_367676060_6_0_0&sr_pri_blocks=896097901_367676060_6_0_0__106856&from=searchresults&map_fdco=1#hotelTmpl,"Castellane et Préfecture, Marseille","Appartement 1 Chambre Appartement entier • 1 chambre • 1 salon • 1 salle de bains • 1 cuisine • 62m² 3 lits (1 lit simple, 1 lit double, 1 canapé-lit)",Superbe,"8,7",1 069,"1 km du centre, Proche du métro"
Khayyour,https://www.booking.com/hotel/fr/ak-conseils-amp-investissements.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=18&hapos=18&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=401867101_355585399_5_0_0&highlighted_blocks=401867101_355585399_5_0_0&matching_block_id=401867101_355585399_5_0_0&sr_pri_blocks=401867101_355585399_5_0_0__133544&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl,"Saint-Charles, Marseille","Appartement 2 Chambres Appartement entier • 2 chambres • 1 salon • 1 salle de bains • 1 cuisine • 68m² 3 lits (2 lits doubles, 1 canapé-lit) Annulation gratuite Vous pourrez annuler plus tard. N'attendez donc pas pour vous garantir ce super tarif aujourd'hui.",Note,"6,5",1 335,"0,8 km du centre, Proche du métro"
LES PIEDS DANS L'EAU VUE EXCEPTIONNELLE SUR LA MER,https://www.booking.com/hotel/fr/les-pieds-dans-l-eau-vue-exceptionnelle-sur-la-mer.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=19&hapos=19&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=933621101_365440829_6_0_0&highlighted_blocks=933621101_365440829_6_0_0&matching_block_id=933621101_365440829_6_0_0&sr_pri_blocks=933621101_365440829_6_0_0__91780&from=searchresults&map_fdco=1#hotelTmpl,"Borely-Bonneveine, Marseille","Appartement Appartement entier • 1 chambre • 1 salon • 1 salle de bains • 1 cuisine • 50m² 7 lits (1 très grand lit double, 6 canapés-lits)",Fabuleux,"9,2",918,"5,7 km du centre"
Hôtel du Rocher,https://www.booking.com/hotel/fr/du-rocher-marseille.fr.html?label=gen173nr-1FCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIDVgEaE2IAQGYAQ24AQfIAQzYAQHoAQH4AQOIAgGoAgO4Aqamsp4GwAIB0gIkNmNmMDM4NjItYTQ5Mi00NmFhLTllNDItMDliZmE0MDRmMWM52AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1449947&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=20&hapos=20&sr_order=popularity&srpvid=1e4914b5133900bd&srepoch=1674356205&all_sr_blocks=84088502_173909723_0_0_0%2C84088502_173909723_0_0_0%2C84088502_173909723_0_0_0&highlighted_blocks=84088502_173909723_0_0_0%2C84088502_173909723_0_0_0%2C84088502_173909723_0_0_0&matching_block_id=84088502_173909723_0_0_0&sr_pri_blocks=84088502_173909723_0_0_0__54012%2C84088502_173909723_0_0_0__54012%2C84088502_173909723_0_0_0__54012&from=searchresults&map_fdco=1#hotelTmpl,Marseille,"Appartement 2 Chambres Appartement entier • 2 chambres • 1 salon • 1 salle de bains • 1 cuisine • 60m² 3 lits (1 lit double, 2 canapés-lits)",Note,"6,4",1 620,"6,7 km du centre"
Mas Tarquin,https://www.booking.com/hotel/fr/frederic-aigues-mortes.fr.html?label=gen173nr-1FCAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKKp7KeBsACAdICJGQwMTg1NDA2LTcxYzAtNDJlYy04ZWM1LWY2NmNkYzU5ZjJhONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1406800&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=1&hapos=1&sr_order=popularity&srpvid=17d614bd2b2a018f&srepoch=1674356219&all_sr_blocks=265802201_185642387_4_0_0&highlighted_blocks=265802201_185642387_4_0_0&matching_block_id=265802201_185642387_4_0_0&sr_pri_blocks=265802201_185642387_4_0_0__72373&from=searchresults&map_fdco=1#hotelTmpl,Aigues-Mortes,"Maison 2 Chambres Maison de vacances entière • 2 chambres • 1 salon • 2 salles de bains • 1 cuisine • 75m² 3 lits (2 lits doubles, 1 lit superposé)",Fabuleux,"9,0",724,"2,3 km du centre"
Gîte Rosa et Jean-Jacques,https://www.booking.com/hotel/fr/chemin-de-jarret.fr.html?label=gen173nr-1FCAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKKp7KeBsACAdICJGQwMTg1NDA2LTcxYzAtNDJlYy04ZWM1LWY2NmNkYzU5ZjJhONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1406800&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=2&hapos=2&sr_order=popularity&srpvid=17d614bd2b2a018f&srepoch=1674356219&all_sr_blocks=254560101_326764479_5_0_0&highlighted_blocks=254560101_326764479_5_0_0&matching_block_id=254560101_326764479_5_0_0&sr_pri_blocks=254560101_326764479_5_0_0__70158&from=searchresults&map_fdco=1#hotelTmpl,Aigues-Mortes,"Appartement avec Terrasse Appartement entier • 1 chambre • 1 salon • 1 salle de bains • 1 cuisine • 66m² 3 lits (1 lit simple, 1 lit double, 1 canapé-lit)",Fabuleux,"9,0",702,"1,8 km du centre"
Hôtel Saint Louis,https://www.booking.com/hotel/fr/saint-louis-aigues-mortes.fr.html?label=gen173nr-1FCAQoggJCFHNlYXJjaF9haWd1ZXMgbW9ydGVzSA1YBGhNiAEBmAENuAEHyAEM2AEB6AEB-AEDiAIBqAIDuAKKp7KeBsACAdICJGQwMTg1NDA2LTcxYzAtNDJlYy04ZWM1LWY2NmNkYzU5ZjJhONgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-01-22&checkout=2023-01-29&dest_id=-1406800&dest_type=city&group_adults=3&req_adults=3&no_rooms=3&group_children=2&req_children=2&age=5&req_age=5&age=15&req_age=15&hpos=3&hapos=3&sr_order=popularity&srpvid=17d614bd2b2a018f&srepoch=1674356219&all_sr_blocks=7675803_334433274_0_34_0%2C7675805_334433274_0_34_0&highlighted_blocks=7675803_334433274_0_34_0%2C7675805_334433274_0_34_0&matching_block_id=7675803_334433274_0_34_0&sr_pri_blocks=7675803_334433274_0_34_0__113880%2C7675805_334433274_0_34_0__88740&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl,"Aigues-Mortes Medieval City, Aigues-Mortes",1× Chambre Supérieure Types de lits : 1 lit double ou 2 lits simples,Très bien,"8,4",2 026,100 m du centre
